,Meta Data,Technical Analysis: EMA
2020-11-03,,{'EMA': '205.5204'}
2020-11-02,,{'EMA': '206.1461'}
2020-10-30,,{'EMA': '206.7953'}
2020-10-29,,{'EMA': '207.5866'}
2020-10-28,,{'EMA': '208.4013'}
2020-10-27,,{'EMA': '208.9457'}
2020-10-26,,{'EMA': '209.1614'}
2020-10-23,,{'EMA': '209.1779'}
2020-10-22,,{'EMA': '209.0806'}
2020-10-21,,{'EMA': '209.0811'}
2020-10-20,,{'EMA': '209.1609'}
2020-10-19,,{'EMA': '208.9866'}
2020-10-16,,{'EMA': '208.3440'}
2020-10-15,,{'EMA': '207.6629'}
2020-10-14,,{'EMA': '207.2119'}
2020-10-13,,{'EMA': '206.1391'}
2020-10-12,,{'EMA': '204.9864'}
2020-10-09,,{'EMA': '204.1026'}
2020-10-08,,{'EMA': '203.8691'}
2020-10-07,,{'EMA': '203.6827'}
2020-10-06,,{'EMA': '203.8149'}
2020-10-05,,{'EMA': '203.7882'}
2020-10-02,,{'EMA': '203.9153'}
2020-10-01,,{'EMA': '203.9788'}
2020-09-30,,{'EMA': '203.5122'}
2020-09-29,,{'EMA': '203.5618'}
2020-09-28,,{'EMA': '203.4580'}
2020-09-25,,{'EMA': '203.1943'}
2020-09-24,,{'EMA': '203.6207'}
2020-09-23,,{'EMA': '204.4512'}
2020-09-22,,{'EMA': '204.5781'}
2020-09-21,,{'EMA': '204.9953'}
2020-09-18,,{'EMA': '206.2233'}
2020-09-17,,{'EMA': '207.0258'}
2020-09-16,,{'EMA': '208.1773'}
2020-09-15,,{'EMA': '208.4110'}
2020-09-14,,{'EMA': '208.8831'}
2020-09-11,,{'EMA': '209.8108'}
2020-09-10,,{'EMA': '210.5421'}
2020-09-09,,{'EMA': '210.7406'}
2020-09-08,,{'EMA': '211.5257'}
2020-09-04,,{'EMA': '212.4969'}
2020-09-03,,{'EMA': '212.7247'}
2020-09-02,,{'EMA': '211.5904'}
2020-09-01,,{'EMA': '210.4698'}
2020-08-31,,{'EMA': '209.4775'}
2020-08-28,,{'EMA': '208.2404'}
2020-08-27,,{'EMA': '206.7642'}
2020-08-26,,{'EMA': '205.6574'}
2020-08-25,,{'EMA': '204.9295'}
2020-08-24,,{'EMA': '204.5961'}
2020-08-21,,{'EMA': '204.0641'}
2020-08-20,,{'EMA': '203.5698'}
2020-08-19,,{'EMA': '203.4483'}
2020-08-18,,{'EMA': '203.1240'}
2020-08-17,,{'EMA': '202.9111'}
2020-08-14,,{'EMA': '202.7675'}
2020-08-13,,{'EMA': '202.6915'}
2020-08-12,,{'EMA': '202.5416'}
2020-08-11,,{'EMA': '202.7812'}
2020-08-10,,{'EMA': '202.8631'}
2020-08-07,,{'EMA': '202.5129'}
2020-08-06,,{'EMA': '201.8177'}
2020-08-05,,{'EMA': '201.2976'}
2020-08-04,,{'EMA': '200.4760'}
2020-08-03,,{'EMA': '199.6434'}
2020-07-31,,{'EMA': '198.9859'}
2020-07-30,,{'EMA': '198.9567'}
2020-07-29,,{'EMA': '199.2562'}
2020-07-28,,{'EMA': '199.4394'}
2020-07-27,,{'EMA': '199.5326'}
2020-07-24,,{'EMA': '199.8438'}
2020-07-23,,{'EMA': '200.2885'}
2020-07-22,,{'EMA': '200.1177'}
2020-07-21,,{'EMA': '199.7337'}
2020-07-20,,{'EMA': '198.8766'}
2020-07-17,,{'EMA': '198.7781'}
2020-07-16,,{'EMA': '198.7214'}
2020-07-15,,{'EMA': '198.5683'}
2020-07-14,,{'EMA': '197.9944'}
2020-07-13,,{'EMA': '197.6974'}
2020-07-10,,{'EMA': '196.5567'}
2020-07-09,,{'EMA': '195.3858'}
2020-07-08,,{'EMA': '193.8336'}
2020-07-07,,{'EMA': '192.7364'}
2020-07-06,,{'EMA': '191.4926'}
2020-07-02,,{'EMA': '190.2822'}
2020-07-01,,{'EMA': '189.2579'}
2020-06-30,,{'EMA': '188.3789'}
2020-06-29,,{'EMA': '187.9247'}
2020-06-26,,{'EMA': '187.6299'}
2020-06-25,,{'EMA': '186.9204'}
2020-06-24,,{'EMA': '186.3282'}
2020-06-23,,{'EMA': '185.3063'}
2020-06-22,,{'EMA': '184.1345'}
2020-06-19,,{'EMA': '183.4596'}
2020-06-18,,{'EMA': '182.4443'}
2020-06-17,,{'EMA': '181.7750'}
2020-06-16,,{'EMA': '180.9383'}
2020-06-15,,{'EMA': '180.2266'}
2020-06-12,,{'EMA': '180.2539'}
2020-06-11,,{'EMA': '179.7028'}
2020-06-10,,{'EMA': '178.8442'}
2020-06-09,,{'EMA': '178.0946'}
2020-06-08,,{'EMA': '177.5753'}
2020-06-05,,{'EMA': '177.2048'}
2020-06-04,,{'EMA': '177.1210'}
2020-06-03,,{'EMA': '176.8650'}
2020-06-02,,{'EMA': '176.5327'}
2020-06-01,,{'EMA': '176.2228'}
2020-05-29,,{'EMA': '176.0486'}
2020-05-28,,{'EMA': '175.8384'}
2020-05-27,,{'EMA': '175.8013'}
2020-05-26,,{'EMA': '175.8130'}
2020-05-22,,{'EMA': '175.2274'}
2020-05-21,,{'EMA': '174.8902'}
2020-05-20,,{'EMA': '174.3039'}
2020-05-19,,{'EMA': '173.7165'}
2020-05-18,,{'EMA': '173.0984'}
2020-05-15,,{'EMA': '172.3484'}
2020-05-14,,{'EMA': '172.1738'}
2020-05-13,,{'EMA': '172.1296'}
2020-05-12,,{'EMA': '171.5938'}
2020-05-11,,{'EMA': '170.5913'}
2020-05-08,,{'EMA': '169.8433'}
2020-05-07,,{'EMA': '168.8427'}
2020-05-06,,{'EMA': '167.8207'}
2020-05-05,,{'EMA': '166.8998'}
2020-05-04,,{'EMA': '166.0287'}
2020-05-01,,{'EMA': '165.6665'}
2020-04-30,,{'EMA': '165.1407'}
2020-04-29,,{'EMA': '164.1540'}
2020-04-28,,{'EMA': '163.7279'}
2020-04-27,,{'EMA': '163.0286'}
2020-04-24,,{'EMA': '162.1622'}
2020-04-23,,{'EMA': '161.6497'}
2020-04-22,,{'EMA': '160.8865'}
2020-04-21,,{'EMA': '160.3115'}
2020-04-20,,{'EMA': '159.4738'}
2020-04-17,,{'EMA': '158.2481'}
2020-04-16,,{'EMA': '156.6207'}
2020-04-15,,{'EMA': '155.3362'}
2020-04-14,,{'EMA': '154.2246'}
2020-04-13,,{'EMA': '153.2158'}
2020-04-09,,{'EMA': '152.5582'}
2020-04-08,,{'EMA': '151.6394'}
2020-04-07,,{'EMA': '150.6958'}
2020-04-06,,{'EMA': '149.2767'}
2020-04-03,,{'EMA': '148.6170'}
2020-04-02,,{'EMA': '148.3989'}
2020-04-01,,{'EMA': '148.4739'}
2020-03-31,,{'EMA': '148.4457'}
2020-03-30,,{'EMA': '147.7923'}
2020-03-27,,{'EMA': '147.7503'}
2020-03-26,,{'EMA': '147.7712'}
2020-03-25,,{'EMA': '148.1199'}
2020-03-24,,{'EMA': '148.4539'}
2020-03-23,,{'EMA': '149.3230'}
2020-03-20,,{'EMA': '150.9342'}
2020-03-19,,{'EMA': '151.8326'}
2020-03-18,,{'EMA': '153.1348'}
2020-03-17,,{'EMA': '155.0310'}
2020-03-16,,{'EMA': '156.9224'}
2020-03-13,,{'EMA': '159.0029'}
2020-03-12,,{'EMA': '160.5623'}
2020-03-11,,{'EMA': '162.4915'}
2020-03-10,,{'EMA': '163.4634'}
2020-03-09,,{'EMA': '164.4324'}
2020-03-06,,{'EMA': '166.1944'}
2020-03-05,,{'EMA': '167.0038'}
2020-03-04,,{'EMA': '167.5597'}
2020-03-03,,{'EMA': '167.9340'}
2020-03-02,,{'EMA': '167.8294'}
2020-02-28,,{'EMA': '168.5398'}
2020-02-27,,{'EMA': '170.5755'}
2020-02-26,,{'EMA': '171.7540'}
2020-02-25,,{'EMA': '172.4291'}
2020-02-24,,{'EMA': '172.7352'}
2020-02-21,,{'EMA': '173.6970'}
2020-02-20,,{'EMA': '173.2577'}
2020-02-19,,{'EMA': '172.4069'}
2020-02-18,,{'EMA': '171.3632'}
2020-02-14,,{'EMA': '170.5023'}
2020-02-13,,{'EMA': '169.7841'}
2020-02-12,,{'EMA': '169.0106'}
2020-02-11,,{'EMA': '167.9174'}
2020-02-10,,{'EMA': '166.2232'}
2020-02-07,,{'EMA': '165.0452'}
2020-02-06,,{'EMA': '163.8201'}
2020-02-05,,{'EMA': '162.6548'}
2020-02-04,,{'EMA': '161.0762'}
2020-02-03,,{'EMA': '160.0079'}
2020-01-31,,{'EMA': '159.4834'}
2020-01-30,,{'EMA': '158.7338'}
2020-01-29,,{'EMA': '157.7309'}
2020-01-28,,{'EMA': '157.2298'}
2020-01-27,,{'EMA': '157.0722'}
2020-01-24,,{'EMA': '157.1539'}
2020-01-23,,{'EMA': '156.6271'}
2020-01-22,,{'EMA': '156.1756'}
2020-01-21,,{'EMA': '155.5617'}
2020-01-17,,{'EMA': '154.9561'}
2020-01-16,,{'EMA': '154.2182'}
2020-01-15,,{'EMA': '153.7043'}
2020-01-14,,{'EMA': '153.3067'}
2020-01-13,,{'EMA': '152.7946'}
2020-01-10,,{'EMA': '152.3894'}
2020-01-09,,{'EMA': '151.8409'}
2020-01-08,,{'EMA': '151.3326'}
2020-01-07,,{'EMA': '151.0556'}
2020-01-06,,{'EMA': '150.7131'}
2020-01-03,,{'EMA': '150.5535'}
2020-01-02,,{'EMA': '150.2578'}
2019-12-31,,{'EMA': '149.8878'}
2019-12-30,,{'EMA': '149.6758'}
2019-12-27,,{'EMA': '149.2273'}
2019-12-26,,{'EMA': '148.6893'}
2019-12-24,,{'EMA': '148.2809'}
2019-12-23,,{'EMA': '147.8393'}
2019-12-20,,{'EMA': '147.2915'}
2019-12-19,,{'EMA': '146.7636'}
2019-12-18,,{'EMA': '146.5077'}
2019-12-17,,{'EMA': '146.1972'}
2019-12-16,,{'EMA': '145.7441'}
2019-12-13,,{'EMA': '145.2786'}
2019-12-12,,{'EMA': '144.9712'}
2019-12-11,,{'EMA': '144.7640'}
2019-12-10,,{'EMA': '144.5466'}
2019-12-09,,{'EMA': '144.3318'}
2019-12-06,,{'EMA': '144.1169'}
2019-12-05,,{'EMA': '143.8882'}
2019-12-04,,{'EMA': '143.7278'}
2019-12-03,,{'EMA': '143.5426'}
2019-12-02,,{'EMA': '143.5959'}
2019-11-29,,{'EMA': '143.2356'}
2019-11-27,,{'EMA': '142.8112'}
2019-11-26,,{'EMA': '142.3220'}
2019-11-25,,{'EMA': '141.8779'}
2019-11-22,,{'EMA': '141.5213'}
2019-11-21,,{'EMA': '141.1223'}
2019-11-20,,{'EMA': '140.7483'}
2019-11-19,,{'EMA': '140.2487'}
2019-11-18,,{'EMA': '139.6936'}
2019-11-15,,{'EMA': '139.1612'}
2019-11-14,,{'EMA': '138.6857'}
2019-11-13,,{'EMA': '138.3473'}
2019-11-12,,{'EMA': '138.0021'}
2019-11-11,,{'EMA': '137.6668'}
2019-11-08,,{'EMA': '137.3888'}
2019-11-07,,{'EMA': '137.2145'}
2019-11-06,,{'EMA': '137.0362'}
2019-11-05,,{'EMA': '136.7889'}
2019-11-04,,{'EMA': '136.4589'}
2019-11-01,,{'EMA': '136.1094'}
2019-10-31,,{'EMA': '135.7800'}
2019-10-30,,{'EMA': '135.3559'}
2019-10-29,,{'EMA': '135.0227'}
2019-10-28,,{'EMA': '134.6020'}
2019-10-25,,{'EMA': '134.1084'}
2019-10-24,,{'EMA': '134.0544'}
2019-10-23,,{'EMA': '133.9901'}
2019-10-22,,{'EMA': '134.1620'}
2019-10-21,,{'EMA': '134.1491'}
2019-10-18,,{'EMA': '134.1851'}
2019-10-17,,{'EMA': '134.0982'}
2019-10-16,,{'EMA': '133.8876'}
2019-10-15,,{'EMA': '133.6713'}
2019-10-14,,{'EMA': '133.5040'}
2019-10-11,,{'EMA': '133.3558'}
2019-10-10,,{'EMA': '133.1511'}
2019-10-09,,{'EMA': '133.0835'}
2019-10-08,,{'EMA': '133.1086'}
2019-10-07,,{'EMA': '133.1730'}
2019-10-04,,{'EMA': '133.2381'}
2019-10-03,,{'EMA': '133.3473'}
2019-10-02,,{'EMA': '133.6414'}
2019-10-01,,{'EMA': '133.8392'}
2019-09-30,,{'EMA': '133.7274'}
2019-09-27,,{'EMA': '133.7599'}
2019-09-26,,{'EMA': '133.5928'}
2019-09-25,,{'EMA': '133.4775'}
2019-09-24,,{'EMA': '133.5382'}
2019-09-23,,{'EMA': '133.3286'}
2019-09-20,,{'EMA': '133.2072'}
2019-09-19,,{'EMA': '132.9017'}
2019-09-18,,{'EMA': '132.6342'}
2019-09-17,,{'EMA': '132.6241'}
2019-09-16,,{'EMA': '132.6517'}
2019-09-13,,{'EMA': '132.7912'}
2019-09-12,,{'EMA': '132.7562'}
2019-09-11,,{'EMA': '132.7109'}
2019-09-10,,{'EMA': '132.8486'}
2019-09-09,,{'EMA': '132.9140'}
2019-09-06,,{'EMA': '132.7164'}
2019-09-05,,{'EMA': '132.4565'}
2019-09-04,,{'EMA': '132.2595'}
2019-09-03,,{'EMA': '132.2177'}
2019-08-30,,{'EMA': '132.2385'}
2019-08-29,,{'EMA': '132.0158'}
2019-08-28,,{'EMA': '131.9545'}
2019-08-27,,{'EMA': '132.1161'}
2019-08-26,,{'EMA': '132.1479'}
2019-08-23,,{'EMA': '132.3182'}
2019-08-22,,{'EMA': '132.2929'}
2019-08-21,,{'EMA': '132.1230'}
2019-08-20,,{'EMA': '131.9468'}
2019-08-19,,{'EMA': '131.7858'}
2019-08-16,,{'EMA': '131.6435'}
2019-08-15,,{'EMA': '131.7740'}
2019-08-14,,{'EMA': '131.9648'}
2019-08-13,,{'EMA': '131.9844'}
2019-08-12,,{'EMA': '132.0809'}
2019-08-09,,{'EMA': '132.0888'}
2019-08-08,,{'EMA': '131.9492'}
2019-08-07,,{'EMA': '131.9892'}
2019-08-06,,{'EMA': '132.3038'}
2019-08-05,,{'EMA': '132.6489'}
2019-08-02,,{'EMA': '133.0767'}
2019-08-01,,{'EMA': '133.0859'}
2019-07-31,,{'EMA': '133.2011'}
2019-07-30,,{'EMA': '133.0070'}
2019-07-29,,{'EMA': '132.8119'}
2019-07-26,,{'EMA': '132.4663'}
2019-07-25,,{'EMA': '132.1949'}
2019-07-24,,{'EMA': '131.8907'}
2019-07-23,,{'EMA': '131.7033'}
2019-07-22,,{'EMA': '131.4144'}
2019-07-19,,{'EMA': '131.3229'}
2019-07-18,,{'EMA': '130.9517'}
2019-07-17,,{'EMA': '130.9930'}
2019-07-16,,{'EMA': '130.8315'}
2019-07-15,,{'EMA': '130.5324'}
2019-07-12,,{'EMA': '130.1573'}
2019-07-11,,{'EMA': '129.8014'}
2019-07-10,,{'EMA': '129.4725'}
2019-07-09,,{'EMA': '129.2138'}
2019-07-08,,{'EMA': '129.0381'}
2019-07-05,,{'EMA': '128.8062'}
2019-07-03,,{'EMA': '128.5955'}
2019-07-02,,{'EMA': '128.2808'}
2019-07-01,,{'EMA': '128.0002'}
2019-06-28,,{'EMA': '127.6424'}
2019-06-27,,{'EMA': '127.4472'}
2019-06-26,,{'EMA': '127.2739'}
2019-06-25,,{'EMA': '127.0631'}
2019-06-24,,{'EMA': '126.5519'}
2019-06-21,,{'EMA': '126.0136'}
2019-06-20,,{'EMA': '125.4620'}
2019-06-19,,{'EMA': '124.7714'}
2019-06-18,,{'EMA': '124.2477'}
2019-06-17,,{'EMA': '123.7496'}
2019-06-14,,{'EMA': '123.3520'}
2019-06-13,,{'EMA': '122.9502'}
2019-06-12,,{'EMA': '122.5352'}
2019-06-11,,{'EMA': '122.1346'}
2019-06-10,,{'EMA': '121.4551'}
2019-06-07,,{'EMA': '120.8501'}
2019-06-06,,{'EMA': '120.4938'}
2019-06-05,,{'EMA': '120.3667'}
2019-06-04,,{'EMA': '120.3704'}
2019-06-03,,{'EMA': '120.7279'}
2019-05-31,,{'EMA': '120.8736'}
2019-05-30,,{'EMA': '120.9973'}
2019-05-29,,{'EMA': '121.0342'}
2019-05-28,,{'EMA': '121.0632'}
2019-05-24,,{'EMA': '120.9410'}
2019-05-23,,{'EMA': '120.8134'}
2019-05-22,,{'EMA': '120.7413'}
2019-05-21,,{'EMA': '120.6216'}
2019-05-20,,{'EMA': '120.4120'}
2019-05-17,,{'EMA': '120.2690'}
2019-05-16,,{'EMA': '119.9393'}
2019-05-15,,{'EMA': '119.7269'}
2019-05-14,,{'EMA': '119.7330'}
2019-05-13,,{'EMA': '119.8207'}
2019-05-10,,{'EMA': '119.8942'}
2019-05-09,,{'EMA': '119.8982'}
2019-05-08,,{'EMA': '119.9621'}
2019-05-07,,{'EMA': '119.9220'}
2019-05-06,,{'EMA': '119.7801'}
2019-05-03,,{'EMA': '119.6307'}
2019-05-02,,{'EMA': '119.3733'}
2019-05-01,,{'EMA': '119.0307'}
2019-04-30,,{'EMA': '118.4091'}
2019-04-29,,{'EMA': '117.7944'}
2019-04-26,,{'EMA': '117.1097'}
2019-04-25,,{'EMA': '116.3756'}
2019-04-24,,{'EMA': '115.5337'}
2019-04-23,,{'EMA': '115.0172'}
2019-04-22,,{'EMA': '114.6112'}
2019-04-18,,{'EMA': '114.3067'}
2019-04-17,,{'EMA': '114.0129'}
2019-04-16,,{'EMA': '113.7810'}
2019-04-15,,{'EMA': '113.4874'}
2019-04-12,,{'EMA': '113.2317'}
2019-04-11,,{'EMA': '112.9792'}
2019-04-10,,{'EMA': '112.7110'}
2019-04-09,,{'EMA': '112.4909'}
2019-04-08,,{'EMA': '112.3572'}
2019-04-05,,{'EMA': '112.0969'}
2019-04-04,,{'EMA': '111.8508'}
2019-04-03,,{'EMA': '111.5120'}
2019-04-02,,{'EMA': '111.1624'}
2019-04-01,,{'EMA': '110.8545'}
2019-03-29,,{'EMA': '110.5265'}
2019-03-28,,{'EMA': '110.2500'}
2019-03-27,,{'EMA': '110.0064'}
2019-03-26,,{'EMA': '109.6962'}
2019-03-25,,{'EMA': '109.2840'}
2019-03-22,,{'EMA': '109.0282'}
2019-03-21,,{'EMA': '108.4647'}
2019-03-20,,{'EMA': '108.0713'}
2019-03-19,,{'EMA': '107.6146'}
2019-03-18,,{'EMA': '107.0451'}
2019-03-15,,{'EMA': '106.6028'}
2019-03-14,,{'EMA': '106.1959'}
2019-03-13,,{'EMA': '105.8252'}
2019-03-12,,{'EMA': '105.4566'}
2019-03-11,,{'EMA': '105.1770'}
2019-03-08,,{'EMA': '105.0449'}
2019-03-07,,{'EMA': '105.0753'}
2019-03-06,,{'EMA': '104.8937'}
2019-03-05,,{'EMA': '104.6489'}
2019-03-04,,{'EMA': '104.3432'}
2019-03-01,,{'EMA': '103.9329'}
2019-02-28,,{'EMA': '103.4942'}
2019-02-27,,{'EMA': '103.0931'}
2019-02-26,,{'EMA': '102.6855'}
2019-02-25,,{'EMA': '102.2784'}
2019-02-22,,{'EMA': '101.7826'}
2019-02-21,,{'EMA': '101.4014'}
2019-02-20,,{'EMA': '101.2842'}
2019-02-19,,{'EMA': '101.0632'}
2019-02-15,,{'EMA': '100.8710'}
2019-02-14,,{'EMA': '100.6482'}
2019-02-13,,{'EMA': '100.5559'}
2019-02-12,,{'EMA': '100.3407'}
2019-02-11,,{'EMA': '100.2340'}
2019-02-08,,{'EMA': '100.1108'}
2019-02-07,,{'EMA': '100.1483'}
2019-02-06,,{'EMA': '100.1130'}
2019-02-05,,{'EMA': '99.9013'}
2019-02-04,,{'EMA': '99.7582'}
2019-02-01,,{'EMA': '99.9056'}
2019-01-31,,{'EMA': '99.9809'}
2019-01-30,,{'EMA': '100.0617'}
2019-01-29,,{'EMA': '100.0722'}
2019-01-28,,{'EMA': '100.0590'}
2019-01-25,,{'EMA': '99.9126'}
2019-01-24,,{'EMA': '99.6579'}
2019-01-23,,{'EMA': '99.4141'}
2019-01-22,,{'EMA': '99.2165'}
2019-01-18,,{'EMA': '98.9391'}
2019-01-17,,{'EMA': '98.5660'}
2019-01-16,,{'EMA': '98.3907'}
2019-01-15,,{'EMA': '98.1730'}
2019-01-14,,{'EMA': '98.1963'}
2019-01-11,,{'EMA': '98.2802'}
2019-01-10,,{'EMA': '98.2492'}
2019-01-09,,{'EMA': '98.2123'}
2019-01-08,,{'EMA': '98.1105'}
2019-01-07,,{'EMA': '98.0769'}
2019-01-04,,{'EMA': '98.1737'}
2019-01-03,,{'EMA': '98.4636'}
2019-01-02,,{'EMA': '98.7462'}
2018-12-31,,{'EMA': '99.1096'}
2018-12-28,,{'EMA': '99.3431'}
2018-12-27,,{'EMA': '99.5236'}
2018-12-26,,{'EMA': '99.9886'}
2018-12-24,,{'EMA': '100.8976'}
2018-12-21,,{'EMA': '101.6548'}
2018-12-20,,{'EMA': '102.1103'}
2018-12-19,,{'EMA': '102.4757'}
2018-12-18,,{'EMA': '102.8204'}
2018-12-17,,{'EMA': '103.1899'}
2018-12-14,,{'EMA': '103.4378'}
2018-12-13,,{'EMA': '103.4392'}
2018-12-12,,{'EMA': '103.3136'}
2018-12-11,,{'EMA': '103.0503'}
2018-12-10,,{'EMA': '102.8648'}
2018-12-07,,{'EMA': '103.1384'}
2018-12-06,,{'EMA': '103.0974'}
2018-12-04,,{'EMA': '103.2969'}
2018-12-03,,{'EMA': '102.9316'}
2018-11-30,,{'EMA': '102.4285'}
2018-11-29,,{'EMA': '102.0949'}
2018-11-28,,{'EMA': '101.7632'}
2018-11-27,,{'EMA': '101.6315'}
2018-11-26,,{'EMA': '101.6414'}
2018-11-23,,{'EMA': '101.7937'}
2018-11-21,,{'EMA': '102.2115'}
2018-11-20,,{'EMA': '102.5345'}
2018-11-19,,{'EMA': '103.0617'}
2018-11-16,,{'EMA': '103.0236'}
2018-11-15,,{'EMA': '103.0953'}
2018-11-14,,{'EMA': '103.3739'}
2018-11-13,,{'EMA': '103.3831'}
2018-11-12,,{'EMA': '103.4907'}
2018-11-09,,{'EMA': '103.4312'}
2018-11-08,,{'EMA': '103.2297'}
2018-11-07,,{'EMA': '102.9177'}
2018-11-06,,{'EMA': '102.7989'}
2018-11-05,,{'EMA': '102.8643'}
2018-11-02,,{'EMA': '103.0322'}
2018-11-01,,{'EMA': '103.2065'}
2018-10-31,,{'EMA': '103.3440'}
2018-10-30,,{'EMA': '103.6484'}
2018-10-29,,{'EMA': '104.1525'}
2018-10-26,,{'EMA': '104.2838'}
2018-10-25,,{'EMA': '104.6584'}
2018-10-24,,{'EMA': '104.9886'}
2018-10-23,,{'EMA': '105.1750'}
2018-10-22,,{'EMA': '105.4408'}
2018-10-19,,{'EMA': '105.5858'}
2018-10-18,,{'EMA': '105.7824'}
2018-10-17,,{'EMA': '105.8874'}
2018-10-16,,{'EMA': '105.8525'}
2018-10-15,,{'EMA': '106.0177'}
2018-10-12,,{'EMA': '106.2594'}
2018-10-11,,{'EMA': '106.5158'}
2018-10-10,,{'EMA': '107.1459'}
2018-10-09,,{'EMA': '107.2788'}
2018-10-08,,{'EMA': '107.4344'}
2018-10-05,,{'EMA': '107.5562'}
2018-10-04,,{'EMA': '107.5978'}
2018-10-03,,{'EMA': '107.4553'}
2018-10-02,,{'EMA': '107.2215'}
2018-10-01,,{'EMA': '106.9757'}
2018-09-28,,{'EMA': '106.7576'}
2018-09-27,,{'EMA': '106.5711'}
2018-09-26,,{'EMA': '106.3097'}
2018-09-25,,{'EMA': '106.0517'}
2018-09-24,,{'EMA': '105.7365'}
2018-09-21,,{'EMA': '105.5581'}
2018-09-20,,{'EMA': '105.2696'}
2018-09-19,,{'EMA': '105.1159'}
2018-09-18,,{'EMA': '104.8736'}
2018-09-17,,{'EMA': '104.6889'}
2018-09-14,,{'EMA': '104.3430'}
2018-09-13,,{'EMA': '103.9939'}
2018-09-12,,{'EMA': '103.7278'}
2018-09-11,,{'EMA': '103.5008'}
2018-09-10,,{'EMA': '103.4918'}
2018-09-07,,{'EMA': '103.4875'}
2018-09-06,,{'EMA': '103.5408'}
2018-09-05,,{'EMA': '103.5976'}
2018-09-04,,{'EMA': '103.3975'}
2018-08-31,,{'EMA': '103.1927'}
2018-08-30,,{'EMA': '102.8874'}
2018-08-29,,{'EMA': '102.5535'}
2018-08-28,,{'EMA': '102.3022'}
2018-08-27,,{'EMA': '102.0744'}
2018-08-24,,{'EMA': '101.8875'}
2018-08-23,,{'EMA': '101.8341'}
2018-08-22,,{'EMA': '101.8249'}
2018-08-21,,{'EMA': '101.9383'}
2018-08-20,,{'EMA': '101.9614'}
2018-08-17,,{'EMA': '101.9306'}
2018-08-16,,{'EMA': '101.9110'}
2018-08-15,,{'EMA': '101.8001'}
2018-08-14,,{'EMA': '101.6599'}
2018-08-13,,{'EMA': '101.5393'}
2018-08-10,,{'EMA': '101.3421'}
2018-08-09,,{'EMA': '101.1081'}
2018-08-08,,{'EMA': '100.8233'}
2018-08-07,,{'EMA': '100.5460'}
2018-08-06,,{'EMA': '100.3140'}
2018-08-03,,{'EMA': '100.1004'}
2018-08-02,,{'EMA': '99.8958'}
2018-08-01,,{'EMA': '99.8981'}
2018-07-31,,{'EMA': '99.8410'}
2018-07-30,,{'EMA': '99.7346'}
2018-07-27,,{'EMA': '99.5512'}
2018-07-26,,{'EMA': '99.0661'}
2018-07-25,,{'EMA': '98.4795'}
2018-07-24,,{'EMA': '98.0976'}
2018-07-23,,{'EMA': '97.6198'}
2018-07-20,,{'EMA': '97.3093'}
2018-07-19,,{'EMA': '96.7990'}
2018-07-18,,{'EMA': '96.5362'}
2018-07-17,,{'EMA': '96.1514'}
2018-07-16,,{'EMA': '95.8542'}
2018-07-13,,{'EMA': '95.4524'}
2018-07-12,,{'EMA': '95.1079'}
2018-07-11,,{'EMA': '94.8807'}
2018-07-10,,{'EMA': '94.7843'}
2018-07-09,,{'EMA': '94.5976'}
2018-07-06,,{'EMA': '94.4255'}
2018-07-05,,{'EMA': '94.4029'}
2018-07-03,,{'EMA': '94.4150'}
2018-07-02,,{'EMA': '94.3354'}
2018-06-29,,{'EMA': '94.4735'}
2018-06-28,,{'EMA': '94.5466'}
2018-06-27,,{'EMA': '94.7740'}
2018-06-26,,{'EMA': '94.8157'}
2018-06-25,,{'EMA': '94.9335'}
2018-06-22,,{'EMA': '94.9513'}
2018-06-21,,{'EMA': '94.9320'}
2018-06-20,,{'EMA': '94.7525'}
2018-06-19,,{'EMA': '94.6224'}
2018-06-18,,{'EMA': '94.6422'}
2018-06-15,,{'EMA': '94.6300'}
2018-06-14,,{'EMA': '94.4743'}
2018-06-13,,{'EMA': '94.2899'}
2018-06-12,,{'EMA': '94.0803'}
2018-06-11,,{'EMA': '93.9085'}
2018-06-08,,{'EMA': '93.7281'}
2018-06-07,,{'EMA': '93.5221'}
2018-06-06,,{'EMA': '93.1477'}
2018-06-05,,{'EMA': '92.7519'}
2018-06-04,,{'EMA': '92.3620'}
2018-06-01,,{'EMA': '92.0032'}
2018-05-31,,{'EMA': '91.7962'}
2018-05-30,,{'EMA': '91.5676'}
2018-05-29,,{'EMA': '91.4089'}
2018-05-25,,{'EMA': '91.2789'}
2018-05-24,,{'EMA': '91.0923'}
2018-05-23,,{'EMA': '90.8463'}
2018-05-22,,{'EMA': '90.7672'}
2018-05-21,,{'EMA': '90.5882'}
2018-05-18,,{'EMA': '90.4557'}
2018-05-17,,{'EMA': '90.4038'}
2018-05-16,,{'EMA': '90.2756'}
2018-05-15,,{'EMA': '90.0777'}
2018-05-14,,{'EMA': '89.9112'}
2018-05-11,,{'EMA': '89.6637'}
2018-05-10,,{'EMA': '89.4029'}
2018-05-09,,{'EMA': '89.1481'}
2018-05-08,,{'EMA': '89.0046'}
2018-05-07,,{'EMA': '88.8618'}
2018-05-04,,{'EMA': '88.7689'}
2018-05-03,,{'EMA': '88.8413'}
2018-05-02,,{'EMA': '88.9548'}
2018-05-01,,{'EMA': '88.8882'}
2018-04-30,,{'EMA': '88.9829'}
